ID,Topic,Domain,emotion,text
4463,Personal,Facebook,Surprise,এলাকায় বেশ প্রভাবশালী। তাকে একটা ভালোবাসার চিঠি পাঠিয়েছে। রিফাত বেশ অবাকই হয় 
6717,Personal,Youtube,Joy,ভাইয়া আপনার এই বল্গ টা অনেক ভালো লাগলো 
11133,Game,Youtube,Joy,"অসাধারণ ভিডিও,অবিশ্বাস্য, এরকম ভিডিও বানানো সাধারণ খেলোয়াড়ের কাছে সম্ভব নয়, প্রো খেলোয়াড় হওয়া দরকার, ধন্যবাদ ভাই॥🇮🇳👍💝 "
27952,Personal,Facebook,Joy,সেটাকে জুড়ে দিয়ে গেছে কিন্তু বেশ লাগছে .....। বৃষ্টি হচ্ছে 
18105,Sports,Youtube,Love,মোস্তাফিজুর রহমানের কে আমার অনেক ভালো লাগে মোস্তাফিজুর রহমানের কে 
1191,Personal,Youtube,Love,দারুন লাগলো দুজনকে একসাথে ।।।দেখে।।।।। 
19817,Education,Youtube,Surprise,অন্য সংখ্যা নিলে মাঝে মাঝে ১১ এর চেয়ে . (দশমিক)বেশি আসে!! 
8003,Sports,Youtube,Sadness,"সালাউদ্দীন এর লজ্জা তাকার দরকার,সে ফুটবল এর ১২টা বাজায়ছে "
1819,Personal,Youtube,Sadness,"এখন রানার দায়িত্ব নেওয়ার দরকার নেই, বাকি রানাদের দায়িত্ব নেন "
25246,Sports,Youtube,Love,"যে যেখান থেকে ই বাংলাদেশেকে এগিয়ে নিয়ে গেছে, আমরা কাছে প্রত্যেকেই এক একটা বাংলাদেশ। "
19754,Music,Youtube,Anger,দেড় মাসের মত পাগল আছিলাম--- এখানে আবীরের দরকার ছিল🔥 
19050,Education,Youtube,Joy,৩৩ পেলে এপ্লাস দিলে ভালো হোত।মেধাবির সংখ্যা বাড়তো!! 
17185,Personal,Youtube,Joy,"ভাই এদের মত অনেক রানা আচে তাদেরকে সাহায্য করেন,,, "
20322,Business,Youtube,Sadness,পুরো টা ই ভুয়া। 
6184,Sports,Youtube,Sadness,"তরা জা বাল ফালানের জিম্বাবুয়ের সাথেই ফালাইবি,, সব হইসে সালা মাদারবোর্ড পাপন এর কারি গড়ি "
2465,Politics,Youtube,Anger,সঠিক ভোট হয় নাই 
1109,Sports,Facebook,Joy,মেসিই সেরা! শুধু একজন ব্যতিত! তিনি হলেন এই লোকটা 
15759,Personal,Facebook,Anger,সিন্ধু করে গড়াই কখনও চোখের কোনে ভুলে যেতে পারি 
10416,Politics,Youtube,Fear,আল্লাহ জানে আবার কি ভাবে কাঁচানো দেয় আমাদের কে আল্লাহই ভাল জানে 
8180,Personal,Youtube,Joy,"ব্লকটা অনেক ভালো লাগলো,,ধ্যনবাদ ভাই এরকম একটা ,ভিডিও উপহার দেওয়ার জন্য।এমন অনেক রানা আছে।তাদের পাশেও দাঁড়াবেন।আশা,করি। "
6852,Personal,Youtube,Anger,ভাই আপনের কোন ভিডিও দেখে এই প্রথম কাদলাম। 😥😥😥 
6971,Education,Facebook,Surprise,ঊর্মি আন্টির পেট ফোলা কেন? আবুল সাহেবঃ তুমি তো সবই জানো 
15481,Politics,Youtube,Sadness,এই পাপিয়া ছাড়া আর কোনো খবর কি বাংলা দেশ এ নাই ? 
15921,Politics,Youtube,Anger,পজেটিব😭 আসিফ এই গানটা এখানে গাইবে ভাবি নাই 
4809,Music,Youtube,Joy,ভাই আপনাদের সাথে দখা করার আমার আনেক সখ 
25470,Education,Youtube,Joy,চমক ভাইয়ার পান্জাবীর মতো আমার একটা পান্জাবী আছে😂 
3110,Business,Youtube,Joy,"দুটি পশু কারণ এখানে মাছ তো পশু নয় , আমার মতে।আর ভিডিও টাকা খুব ভালো লেগেছে ।❤❤💘 "
5159,Music,Youtube,Surprise,কোনটা ছেলে আর কোনটা মেয়ে সেইটা বুঝতে বুঝতেই গানটা শেষ হয়ে গেলো... 
23269,Entertainment,Youtube,Sadness,বরিশাল্লার বেশি এই রকম চেসরা 
2449,Personal,Youtube,Anger,গর্ত থেকে বের হইছে। এতদিন আর মনে ছিলনা....তাবিব ভাই প্লিজ গর্তে পা দিয়েন না। 
9481,Music,Youtube,Joy,গান টা শুধু শুনতেই মনে চায় আর এক্টিং জাস্ট ওসাম👌👌👌👌👌👌👌 
11597,Entertainment,Youtube,Love,কালার চুলে মারিয়া নূর কে তেমন ভাল লাগে না! 🙄 কালো চুলে আরো ভাল লাগতো 😍 
2303,Education,Youtube,Love,দুজন অন্য রকম ভালোবাসার মানুষ। 
24200,Education,Youtube,Sadness,আমি বুঝলাম না। এই ভিডিও তে আনলাইক দেওয়ার কি আছে? 
5518,Personal,Youtube,Anger,এ আফ্রিদি তোর ব্যাগ কি পোরে পাইছিলি হায়? আ এবিল এককালে থুইয়া কেউ নামে হায়! 
20562,Politics,Youtube,Sadness,তাদের কে চিত করে শুয়িয়ে সোনার দুটি বিচির মধ্যে পাথর দিয়ে আঘাত করা হোক 
1595,Sports,Youtube,Surprise,এই ভিডিও টি করে আপনি আরেকটি হাস্যকর ঘটনা তৈরি করলেন!! 
14552,Entertainment,Youtube,Love,ভালোবাসার দিনে সত্যইকার ভালোবাসার মানুষ দের জন্য রইলো অনেক শুভকামনা 
6151,Education,Youtube,Joy,"আজ আপনার চেয়ার টা খুব মিস করছি, যদিও ভিডিওর শেষের দিকে চেয়ারের দেখা পেলাম। "
2304,Politics,Youtube,Anger,আমার সাথেও এমন করা হইছিলো আমি ধরে ফেলছি অনেক দুর দোওরে গিয়ে 
